Number,model_a,model_b,result
18721,fastchat-t5-3b,chatglm-6b,l
18723,RWKV-4-Raven-14B,gpt-3.5-turbo,l
18724,gpt-4,koala-13b,w
18725,gpt-4,mpt-7b-chat,w
18726,alpaca-13b,claude-v1,l
18727,chatglm-6b,gpt-4,l
18728,RWKV-4-Raven-14B,fastchat-t5-3b,l
18729,dolly-v2-12b,koala-13b,l
18730,palm-2,claude-v1,w
18733,stablelm-tuned-alpha-7b,gpt-4,l
18734,chatglm-6b,claude-v1,l
18735,chatglm-6b,alpaca-13b,l
18736,vicuna-13b,RWKV-4-Raven-14B,l
18737,fastchat-t5-3b,dolly-v2-12b,l
18738,mpt-7b-chat,gpt-3.5-turbo,l
18739,palm-2,koala-13b,w
18740,gpt-3.5-turbo,dolly-v2-12b,w
18741,palm-2,RWKV-4-Raven-14B,w
18743,vicuna-13b,RWKV-4-Raven-14B,w
18744,gpt-3.5-turbo,vicuna-13b,l
18746,vicuna-13b,claude-v1,l
18748,claude-v1,gpt-4,l
18749,claude-v1,dolly-v2-12b,w
18751,claude-v1,mpt-7b-chat,w
18753,dolly-v2-12b,gpt-4,l
18754,gpt-3.5-turbo,oasst-pythia-12b,w
18755,gpt-3.5-turbo,claude-v1,l
18757,fastchat-t5-3b,koala-13b,l
18758,chatglm-6b,mpt-7b-chat,l
18759,palm-2,vicuna-13b,l
18760,alpaca-13b,dolly-v2-12b,w
18762,oasst-pythia-12b,mpt-7b-chat,l
18763,koala-13b,alpaca-13b,l
18764,gpt-3.5-turbo,vicuna-13b,l
18766,vicuna-13b,alpaca-13b,w
18767,vicuna-13b,alpaca-13b,w
18768,palm-2,claude-v1,w
18769,RWKV-4-Raven-14B,koala-13b,l
18772,vicuna-13b,mpt-7b-chat,w
18773,palm-2,oasst-pythia-12b,l
18774,chatglm-6b,gpt-4,l
18775,koala-13b,claude-v1,l
18776,gpt-3.5-turbo,palm-2,l
18778,gpt-4,dolly-v2-12b,w
18779,RWKV-4-Raven-14B,palm-2,l
18780,RWKV-4-Raven-14B,gpt-3.5-turbo,l
18781,koala-13b,palm-2,l
18782,alpaca-13b,claude-v1,l
18783,chatglm-6b,gpt-3.5-turbo,l
18784,stablelm-tuned-alpha-7b,RWKV-4-Raven-14B,l
18785,claude-v1,mpt-7b-chat,w
18786,alpaca-13b,fastchat-t5-3b,l
18787,oasst-pythia-12b,fastchat-t5-3b,w
18788,koala-13b,palm-2,l
18790,mpt-7b-chat,alpaca-13b,w
18794,fastchat-t5-3b,mpt-7b-chat,l
18795,stablelm-tuned-alpha-7b,mpt-7b-chat,l
18796,oasst-pythia-12b,RWKV-4-Raven-14B,w
18798,palm-2,oasst-pythia-12b,w
18800,dolly-v2-12b,gpt-4,w
18801,koala-13b,mpt-7b-chat,w
18802,mpt-7b-chat,palm-2,w
18804,claude-v1,oasst-pythia-12b,w
18805,oasst-pythia-12b,claude-v1,w
18807,fastchat-t5-3b,vicuna-13b,l
18808,mpt-7b-chat,palm-2,w
18809,palm-2,koala-13b,w
18810,koala-13b,alpaca-13b,l
18814,fastchat-t5-3b,gpt-4,l
18815,koala-13b,RWKV-4-Raven-14B,l
18817,gpt-4,alpaca-13b,w
18818,mpt-7b-chat,gpt-4,l
18819,palm-2,alpaca-13b,w
18826,koala-13b,alpaca-13b,w
18829,alpaca-13b,oasst-pythia-12b,l
18831,palm-2,gpt-4,l
18832,gpt-4,mpt-7b-chat,w
18833,mpt-7b-chat,gpt-4,l
18834,gpt-4,mpt-7b-chat,w
18835,oasst-pythia-12b,gpt-3.5-turbo,l
18836,palm-2,fastchat-t5-3b,w
18837,palm-2,alpaca-13b,w
18839,gpt-4,gpt-3.5-turbo,l
18840,chatglm-6b,palm-2,l
18841,palm-2,fastchat-t5-3b,w
18843,alpaca-13b,gpt-3.5-turbo,l
18845,koala-13b,palm-2,l
18846,palm-2,dolly-v2-12b,w
18847,vicuna-13b,palm-2,l
18848,mpt-7b-chat,stablelm-tuned-alpha-7b,w
18851,koala-13b,palm-2,l
18852,palm-2,RWKV-4-Raven-14B,w
18853,alpaca-13b,claude-v1,l
18854,alpaca-13b,koala-13b,l
18855,alpaca-13b,gpt-4,l
18857,palm-2,oasst-pythia-12b,w
18860,RWKV-4-Raven-14B,claude-v1,l
18861,palm-2,chatglm-6b,w
18862,fastchat-t5-3b,koala-13b,l
18863,claude-v1,RWKV-4-Raven-14B,w
18864,oasst-pythia-12b,gpt-4,l
18865,chatglm-6b,gpt-4,l
18866,koala-13b,palm-2,l
18867,fastchat-t5-3b,mpt-7b-chat,w
18871,gpt-3.5-turbo,chatglm-6b,w
18872,gpt-3.5-turbo,dolly-v2-12b,l
18874,llama-13b,fastchat-t5-3b,l
18875,gpt-4,RWKV-4-Raven-14B,w
18877,palm-2,mpt-7b-chat,w
18878,vicuna-13b,palm-2,l
18879,vicuna-13b,claude-v1,l
18881,mpt-7b-chat,palm-2,l
18882,palm-2,gpt-4,w
18883,gpt-4,vicuna-13b,w
18886,oasst-pythia-12b,gpt-4,l
18887,vicuna-13b,mpt-7b-chat,w
18888,alpaca-13b,koala-13b,w
18889,gpt-4,koala-13b,w
18890,vicuna-13b,RWKV-4-Raven-14B,l
18891,oasst-pythia-12b,gpt-3.5-turbo,l
18892,palm-2,chatglm-6b,l
18895,gpt-4,vicuna-13b,w
18897,gpt-4,koala-13b,w
18899,alpaca-13b,palm-2,l
18900,vicuna-13b,gpt-4,l
18901,vicuna-13b,palm-2,l
18902,mpt-7b-chat,claude-v1,w
18903,gpt-3.5-turbo,claude-v1,w
18904,gpt-4,dolly-v2-12b,w
18905,gpt-4,chatglm-6b,w
18907,gpt-3.5-turbo,claude-v1,w
18908,palm-2,chatglm-6b,l
18910,koala-13b,claude-v1,l
18911,alpaca-13b,dolly-v2-12b,w
18912,vicuna-13b,koala-13b,l
18915,gpt-3.5-turbo,gpt-4,l
18916,alpaca-13b,gpt-3.5-turbo,l
18917,oasst-pythia-12b,gpt-4,l
18918,gpt-3.5-turbo,palm-2,w
18920,vicuna-13b,claude-v1,w
18921,palm-2,alpaca-13b,l
18922,gpt-3.5-turbo,vicuna-13b,l
18923,fastchat-t5-3b,RWKV-4-Raven-14B,l
18925,gpt-3.5-turbo,koala-13b,w
18926,gpt-4,palm-2,w
18927,gpt-4,claude-v1,l
18928,vicuna-13b,palm-2,l
18929,gpt-3.5-turbo,koala-13b,w
18930,alpaca-13b,fastchat-t5-3b,l
18933,koala-13b,palm-2,l
18934,palm-2,gpt-3.5-turbo,l
18935,dolly-v2-12b,mpt-7b-chat,l
18936,gpt-3.5-turbo,chatglm-6b,w
18937,koala-13b,gpt-4,l
18938,claude-v1,fastchat-t5-3b,w
18939,claude-v1,gpt-3.5-turbo,w
18940,RWKV-4-Raven-14B,chatglm-6b,w
18941,gpt-3.5-turbo,oasst-pythia-12b,w
18943,koala-13b,palm-2,w
18945,palm-2,gpt-3.5-turbo,w
18947,fastchat-t5-3b,gpt-4,l
18948,chatglm-6b,gpt-3.5-turbo,l
18949,fastchat-t5-3b,vicuna-13b,l
18952,gpt-3.5-turbo,dolly-v2-12b,l
18953,vicuna-13b,claude-v1,l
18954,palm-2,alpaca-13b,w
18955,koala-13b,gpt-4,l
18956,gpt-3.5-turbo,fastchat-t5-3b,w
18957,vicuna-13b,koala-13b,w
18958,gpt-3.5-turbo,oasst-pythia-12b,w
18959,claude-v1,oasst-pythia-12b,w
18960,gpt-3.5-turbo,claude-v1,w
18962,palm-2,koala-13b,l
18963,gpt-3.5-turbo,vicuna-13b,w
18964,palm-2,RWKV-4-Raven-14B,l
18965,alpaca-13b,vicuna-13b,l
18966,RWKV-4-Raven-14B,palm-2,l
18967,dolly-v2-12b,stablelm-tuned-alpha-7b,l
18968,gpt-3.5-turbo,dolly-v2-12b,w
18969,koala-13b,gpt-3.5-turbo,w
18970,palm-2,dolly-v2-12b,w
18971,mpt-7b-chat,RWKV-4-Raven-14B,l
18972,vicuna-13b,chatglm-6b,w
18973,mpt-7b-chat,gpt-4,l
18975,dolly-v2-12b,gpt-4,l
18976,koala-13b,vicuna-13b,l
18977,claude-v1,fastchat-t5-3b,w
18978,fastchat-t5-3b,palm-2,l
18979,koala-13b,oasst-pythia-12b,l
18981,vicuna-13b,oasst-pythia-12b,w
18983,claude-v1,dolly-v2-12b,w
18984,oasst-pythia-12b,gpt-3.5-turbo,l
18985,fastchat-t5-3b,palm-2,l
18986,oasst-pythia-12b,gpt-3.5-turbo,l
18987,stablelm-tuned-alpha-7b,mpt-7b-chat,l
18988,vicuna-13b,palm-2,w
18989,gpt-3.5-turbo,vicuna-13b,w
18990,mpt-7b-chat,gpt-4,l
18991,gpt-4,claude-v1,w
18992,claude-v1,koala-13b,w
18993,palm-2,chatglm-6b,w
18995,gpt-4,vicuna-13b,w
18996,gpt-3.5-turbo,mpt-7b-chat,w
18998,palm-2,gpt-4,l
19000,stablelm-tuned-alpha-7b,alpaca-13b,l
19001,RWKV-4-Raven-14B,alpaca-13b,l
19005,koala-13b,mpt-7b-chat,w
19007,oasst-pythia-12b,koala-13b,w
19008,RWKV-4-Raven-14B,alpaca-13b,w
19009,vicuna-13b,palm-2,l
19011,gpt-4,koala-13b,w
19013,claude-v1,fastchat-t5-3b,w
19015,vicuna-13b,fastchat-t5-3b,w
19016,oasst-pythia-12b,gpt-4,l
19019,stablelm-tuned-alpha-7b,vicuna-13b,l
19020,gpt-4,koala-13b,l
19021,RWKV-4-Raven-14B,gpt-4,l
19022,koala-13b,oasst-pythia-12b,l
19024,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
19025,RWKV-4-Raven-14B,palm-2,l
19027,fastchat-t5-3b,claude-v1,l
19028,gpt-4,claude-v1,l
19029,palm-2,RWKV-4-Raven-14B,w
19030,chatglm-6b,oasst-pythia-12b,l
19031,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19034,chatglm-6b,claude-v1,l
19035,palm-2,RWKV-4-Raven-14B,l
19036,vicuna-13b,gpt-4,l
19037,palm-2,alpaca-13b,w
19039,palm-2,RWKV-4-Raven-14B,l
19041,palm-2,vicuna-13b,w
19042,vicuna-13b,oasst-pythia-12b,w
19043,oasst-pythia-12b,mpt-7b-chat,w
19044,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19045,koala-13b,gpt-3.5-turbo,w
19046,palm-2,vicuna-13b,w
19047,chatglm-6b,claude-v1,l
19048,palm-2,RWKV-4-Raven-14B,w
19049,vicuna-13b,gpt-3.5-turbo,l
19050,RWKV-4-Raven-14B,palm-2,l
19051,koala-13b,RWKV-4-Raven-14B,l
19053,chatglm-6b,oasst-pythia-12b,w
19054,gpt-3.5-turbo,mpt-7b-chat,w
19055,alpaca-13b,mpt-7b-chat,w
19056,claude-v1,mpt-7b-chat,w
19059,palm-2,mpt-7b-chat,w
19062,claude-v1,fastchat-t5-3b,w
19065,alpaca-13b,gpt-4,l
19067,claude-v1,chatglm-6b,l
19068,fastchat-t5-3b,chatglm-6b,w
19069,oasst-pythia-12b,gpt-3.5-turbo,l
19070,palm-2,koala-13b,w
19071,RWKV-4-Raven-14B,oasst-pythia-12b,l
19073,gpt-4,vicuna-13b,w
19074,palm-2,alpaca-13b,w
19076,gpt-3.5-turbo,palm-2,w
19077,vicuna-13b,gpt-4,l
19079,mpt-7b-chat,chatglm-6b,w
19081,palm-2,mpt-7b-chat,l
19082,oasst-pythia-12b,mpt-7b-chat,l
19084,koala-13b,dolly-v2-12b,w
19085,palm-2,RWKV-4-Raven-14B,w
19086,claude-v1,koala-13b,w
19087,gpt-3.5-turbo,alpaca-13b,w
19089,claude-v1,palm-2,w
19090,gpt-4,RWKV-4-Raven-14B,w
19091,chatglm-6b,claude-v1,l
19092,claude-v1,palm-2,l
19093,stablelm-tuned-alpha-7b,gpt-4,l
19094,fastchat-t5-3b,claude-v1,l
19097,alpaca-13b,mpt-7b-chat,l
19098,RWKV-4-Raven-14B,vicuna-13b,l
19099,mpt-7b-chat,chatglm-6b,w
19100,koala-13b,gpt-4,l
19102,claude-v1,palm-2,w
19103,fastchat-t5-3b,gpt-3.5-turbo,l
19105,alpaca-13b,dolly-v2-12b,w
19107,koala-13b,gpt-3.5-turbo,l
19108,oasst-pythia-12b,palm-2,l
19112,RWKV-4-Raven-14B,palm-2,l
19113,palm-2,mpt-7b-chat,l
19114,palm-2,oasst-pythia-12b,w
19115,koala-13b,alpaca-13b,l
19116,mpt-7b-chat,koala-13b,l
19117,koala-13b,fastchat-t5-3b,w
19118,palm-2,gpt-3.5-turbo,l
19119,vicuna-13b,claude-v1,l
19120,RWKV-4-Raven-14B,mpt-7b-chat,l
19121,claude-v1,dolly-v2-12b,w
19122,RWKV-4-Raven-14B,gpt-4,l
19124,RWKV-4-Raven-14B,palm-2,w
19128,koala-13b,palm-2,w
19129,alpaca-13b,palm-2,l
19130,dolly-v2-12b,palm-2,l
19131,gpt-4,mpt-7b-chat,w
19132,alpaca-13b,gpt-3.5-turbo,w
19133,fastchat-t5-3b,palm-2,w
19134,palm-2,oasst-pythia-12b,l
19135,palm-2,vicuna-13b,l
19136,gpt-4,palm-2,w
19140,oasst-pythia-12b,dolly-v2-12b,w
19141,stablelm-tuned-alpha-7b,gpt-4,l
19143,vicuna-13b,mpt-7b-chat,l
19145,vicuna-13b,gpt-4,w
19146,chatglm-6b,stablelm-tuned-alpha-7b,l
19148,mpt-7b-chat,koala-13b,l
19149,gpt-4,mpt-7b-chat,w
19150,palm-2,RWKV-4-Raven-14B,w
19152,dolly-v2-12b,palm-2,l
19153,chatglm-6b,vicuna-13b,l
19156,chatglm-6b,koala-13b,l
19157,chatglm-6b,palm-2,l
19158,chatglm-6b,gpt-3.5-turbo,w
19159,fastchat-t5-3b,oasst-pythia-12b,w
19161,claude-v1,vicuna-13b,l
19164,oasst-pythia-12b,gpt-4,l
19165,chatglm-6b,fastchat-t5-3b,l
19167,vicuna-13b,koala-13b,w
19169,palm-2,oasst-pythia-12b,w
19172,oasst-pythia-12b,palm-2,l
19174,gpt-4,palm-2,w
19175,gpt-4,fastchat-t5-3b,w
19176,vicuna-13b,claude-v1,w
19178,oasst-pythia-12b,gpt-4,l
19180,mpt-7b-chat,gpt-4,l
19182,palm-2,gpt-4,l
19183,koala-13b,mpt-7b-chat,w
19184,koala-13b,palm-2,l
19189,koala-13b,mpt-7b-chat,w
19190,gpt-3.5-turbo,fastchat-t5-3b,w
19191,gpt-4,mpt-7b-chat,w
19194,vicuna-13b,alpaca-13b,w
19195,oasst-pythia-12b,gpt-4,l
19196,gpt-3.5-turbo,alpaca-13b,w
19198,fastchat-t5-3b,mpt-7b-chat,l
19199,RWKV-4-Raven-14B,palm-2,w
19200,gpt-3.5-turbo,gpt-4,l
19201,vicuna-13b,palm-2,w
19202,oasst-pythia-12b,koala-13b,l
19203,palm-2,RWKV-4-Raven-14B,l
19204,koala-13b,claude-v1,l
19205,gpt-3.5-turbo,mpt-7b-chat,w
19208,gpt-4,RWKV-4-Raven-14B,w
19209,dolly-v2-12b,gpt-3.5-turbo,l
19210,claude-v1,koala-13b,w
19211,mpt-7b-chat,vicuna-13b,l
19212,gpt-3.5-turbo,vicuna-13b,w
19213,oasst-pythia-12b,alpaca-13b,w
19215,palm-2,oasst-pythia-12b,l
19217,gpt-4,vicuna-13b,w
19218,koala-13b,gpt-4,l
19220,gpt-4,mpt-7b-chat,w
19221,koala-13b,oasst-pythia-12b,w
19223,RWKV-4-Raven-14B,chatglm-6b,w
19225,RWKV-4-Raven-14B,alpaca-13b,w
19226,koala-13b,claude-v1,l
19227,dolly-v2-12b,palm-2,l
19229,gpt-3.5-turbo,claude-v1,w
19230,mpt-7b-chat,RWKV-4-Raven-14B,w
19231,gpt-4,palm-2,l
19233,oasst-pythia-12b,vicuna-13b,l
19234,chatglm-6b,gpt-3.5-turbo,l
19235,palm-2,claude-v1,l
19236,vicuna-13b,alpaca-13b,w
19237,koala-13b,gpt-3.5-turbo,w
19238,alpaca-13b,gpt-4,l
19239,vicuna-13b,RWKV-4-Raven-14B,w
19240,gpt-4,fastchat-t5-3b,w
19241,dolly-v2-12b,gpt-3.5-turbo,l
19242,vicuna-13b,palm-2,w
19243,palm-2,oasst-pythia-12b,l
19244,gpt-3.5-turbo,oasst-pythia-12b,w
19245,gpt-4,oasst-pythia-12b,w
19246,alpaca-13b,RWKV-4-Raven-14B,w
19247,chatglm-6b,alpaca-13b,l
19248,oasst-pythia-12b,fastchat-t5-3b,l
19249,vicuna-13b,RWKV-4-Raven-14B,w
19251,palm-2,chatglm-6b,w
19253,fastchat-t5-3b,mpt-7b-chat,w
19256,gpt-3.5-turbo,vicuna-13b,w
19258,chatglm-6b,dolly-v2-12b,l
19259,gpt-3.5-turbo,RWKV-4-Raven-14B,w
19260,koala-13b,chatglm-6b,l
19261,RWKV-4-Raven-14B,alpaca-13b,l
19262,fastchat-t5-3b,vicuna-13b,l
19263,gpt-3.5-turbo,palm-2,w
19264,mpt-7b-chat,palm-2,l
19266,claude-v1,mpt-7b-chat,w
19268,vicuna-13b,RWKV-4-Raven-14B,w
19269,oasst-pythia-12b,mpt-7b-chat,w
19270,oasst-pythia-12b,mpt-7b-chat,l
19271,gpt-3.5-turbo,mpt-7b-chat,w
19272,mpt-7b-chat,koala-13b,l
19273,palm-2,chatglm-6b,l
19275,alpaca-13b,gpt-3.5-turbo,l
19276,koala-13b,palm-2,l
19277,fastchat-t5-3b,palm-2,l
19279,claude-v1,fastchat-t5-3b,w
19282,koala-13b,claude-v1,l
19283,mpt-7b-chat,gpt-3.5-turbo,l
19284,gpt-3.5-turbo,claude-v1,l
19285,oasst-pythia-12b,gpt-3.5-turbo,w
19286,chatglm-6b,claude-v1,l
19287,chatglm-6b,oasst-pythia-12b,l
19288,RWKV-4-Raven-14B,vicuna-13b,l
19290,claude-v1,oasst-pythia-12b,w
19291,gpt-3.5-turbo,dolly-v2-12b,w
19292,mpt-7b-chat,fastchat-t5-3b,w
19293,palm-2,vicuna-13b,w
19294,chatglm-6b,palm-2,l
19295,claude-v1,fastchat-t5-3b,w
19297,oasst-pythia-12b,alpaca-13b,w
19298,palm-2,gpt-3.5-turbo,l
19299,gpt-3.5-turbo,alpaca-13b,w
19300,palm-2,oasst-pythia-12b,l
19301,palm-2,alpaca-13b,w
19303,vicuna-13b,palm-2,l
19305,gpt-3.5-turbo,palm-2,w
19306,oasst-pythia-12b,vicuna-13b,w
19308,chatglm-6b,palm-2,w
19309,vicuna-13b,gpt-3.5-turbo,l
19310,koala-13b,vicuna-13b,w
19311,koala-13b,chatglm-6b,w
19312,koala-13b,vicuna-13b,l
19313,oasst-pythia-12b,claude-v1,l
19314,alpaca-13b,claude-v1,l
19317,palm-2,gpt-4,l
19318,oasst-pythia-12b,koala-13b,w
19319,koala-13b,vicuna-13b,l
19320,gpt-4,gpt-3.5-turbo,w
19326,mpt-7b-chat,gpt-3.5-turbo,l
19330,gpt-3.5-turbo,koala-13b,w
19331,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19332,oasst-pythia-12b,mpt-7b-chat,l
19333,palm-2,chatglm-6b,w
19335,vicuna-13b,koala-13b,l
19336,claude-v1,palm-2,w
19337,mpt-7b-chat,gpt-3.5-turbo,l
19338,RWKV-4-Raven-14B,koala-13b,l
19339,gpt-4,mpt-7b-chat,w
19340,palm-2,claude-v1,w
19341,gpt-3.5-turbo,RWKV-4-Raven-14B,w
19342,palm-2,chatglm-6b,w
19344,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19347,RWKV-4-Raven-14B,chatglm-6b,l
19348,stablelm-tuned-alpha-7b,gpt-4,l
19349,oasst-pythia-12b,alpaca-13b,l
19350,gpt-4,gpt-3.5-turbo,w
19352,stablelm-tuned-alpha-7b,gpt-4,l
19353,chatglm-6b,RWKV-4-Raven-14B,w
19355,vicuna-13b,koala-13b,w
19356,palm-2,gpt-3.5-turbo,w
19357,gpt-3.5-turbo,fastchat-t5-3b,w
19358,palm-2,gpt-3.5-turbo,l
19359,mpt-7b-chat,gpt-3.5-turbo,w
19360,vicuna-13b,palm-2,w
19361,gpt-4,gpt-3.5-turbo,w
19362,vicuna-13b,koala-13b,w
19363,vicuna-13b,mpt-7b-chat,w
19364,gpt-3.5-turbo,fastchat-t5-3b,l
19365,gpt-4,RWKV-4-Raven-14B,w
19366,mpt-7b-chat,palm-2,w
19369,mpt-7b-chat,vicuna-13b,l
19370,claude-v1,alpaca-13b,w
19371,gpt-4,vicuna-13b,w
19372,fastchat-t5-3b,mpt-7b-chat,l
19374,alpaca-13b,mpt-7b-chat,w
19375,mpt-7b-chat,gpt-3.5-turbo,l
19376,koala-13b,stablelm-tuned-alpha-7b,w
19377,gpt-3.5-turbo,palm-2,w
19379,gpt-3.5-turbo,palm-2,w
19380,alpaca-13b,palm-2,l
19383,palm-2,claude-v1,l
19384,claude-instant-v1,alpaca-13b,l
19385,fastchat-t5-3b,claude-instant-v1,l
19386,stablelm-tuned-alpha-7b,llama-13b,w
19387,claude-v1,alpaca-13b,l
19388,gpt-3.5-turbo,gpt-4,l
19389,dolly-v2-12b,vicuna-7b,l
19391,vicuna-7b,koala-13b,w
19392,chatglm-6b,koala-13b,l
19395,palm-2,gpt-3.5-turbo,l
19397,vicuna-7b,palm-2,l
19398,claude-v1,mpt-7b-chat,l
19399,oasst-pythia-12b,vicuna-7b,l
19401,gpt-4,chatglm-6b,w
19402,mpt-7b-chat,vicuna-13b,l
19403,alpaca-13b,koala-13b,l
19404,vicuna-13b,dolly-v2-12b,w
19405,koala-13b,chatglm-6b,l
19406,koala-13b,chatglm-6b,w
19407,vicuna-7b,fastchat-t5-3b,w
19408,oasst-pythia-12b,gpt-3.5-turbo,l
19409,alpaca-13b,chatglm-6b,l
19410,RWKV-4-Raven-14B,claude-instant-v1,l
19411,vicuna-13b,RWKV-4-Raven-14B,l
19412,palm-2,mpt-7b-chat,w
19413,gpt-4,chatglm-6b,w
19414,stablelm-tuned-alpha-7b,vicuna-13b,l
19415,claude-v1,alpaca-13b,w
19416,oasst-pythia-12b,vicuna-13b,l
19417,alpaca-13b,llama-13b,w
19419,gpt-3.5-turbo,fastchat-t5-3b,w
19420,vicuna-7b,gpt-4,l
19421,vicuna-7b,claude-instant-v1,w
19422,claude-v1,alpaca-13b,w
19423,fastchat-t5-3b,palm-2,l
19424,vicuna-7b,claude-v1,l
19425,fastchat-t5-3b,claude-v1,l
19426,palm-2,claude-v1,l
19427,claude-v1,gpt-3.5-turbo,l
19428,claude-v1,stablelm-tuned-alpha-7b,w
19429,claude-instant-v1,vicuna-13b,w
19430,claude-instant-v1,RWKV-4-Raven-14B,l
19431,mpt-7b-chat,oasst-pythia-12b,w
19433,chatglm-6b,fastchat-t5-3b,w
19434,alpaca-13b,gpt-3.5-turbo,l
19435,vicuna-7b,claude-instant-v1,l
19436,koala-13b,gpt-3.5-turbo,l
19438,gpt-3.5-turbo,gpt-4,l
19440,oasst-pythia-12b,claude-v1,l
19441,claude-instant-v1,claude-v1,l
19442,RWKV-4-Raven-14B,vicuna-13b,l
19444,gpt-3.5-turbo,palm-2,w
19445,gpt-3.5-turbo,palm-2,w
19446,chatglm-6b,koala-13b,l
19447,gpt-4,koala-13b,w
19448,mpt-7b-chat,claude-instant-v1,l
19449,gpt-4,vicuna-13b,w
19450,gpt-3.5-turbo,koala-13b,w
19451,vicuna-13b,claude-v1,l
19453,claude-instant-v1,gpt-3.5-turbo,l
19454,dolly-v2-12b,vicuna-7b,l
19455,claude-v1,claude-instant-v1,l
19456,stablelm-tuned-alpha-7b,gpt-4,l
19457,gpt-3.5-turbo,claude-instant-v1,l
19458,fastchat-t5-3b,vicuna-7b,l
19459,claude-instant-v1,vicuna-7b,w
19460,gpt-3.5-turbo,claude-instant-v1,l
19462,koala-13b,oasst-pythia-12b,w
19463,gpt-4,oasst-pythia-12b,w
19464,oasst-pythia-12b,vicuna-7b,w
19466,palm-2,gpt-3.5-turbo,w
19467,RWKV-4-Raven-14B,vicuna-7b,w
19468,oasst-pythia-12b,RWKV-4-Raven-14B,w
19470,vicuna-7b,chatglm-6b,w
19471,vicuna-7b,alpaca-13b,w
19473,claude-instant-v1,mpt-7b-chat,w
19474,chatglm-6b,gpt-3.5-turbo,l
19475,vicuna-7b,stablelm-tuned-alpha-7b,w
19476,claude-instant-v1,gpt-3.5-turbo,l
19477,gpt-3.5-turbo,koala-13b,w
19479,claude-instant-v1,dolly-v2-12b,w
19480,mpt-7b-chat,gpt-4,l
19481,chatglm-6b,alpaca-13b,l
19482,palm-2,claude-v1,w
19483,claude-v1,vicuna-7b,l
19484,dolly-v2-12b,koala-13b,l
19486,claude-instant-v1,mpt-7b-chat,w
19488,gpt-3.5-turbo,vicuna-13b,l
19489,alpaca-13b,gpt-4,w
19493,alpaca-13b,claude-v1,l
19496,gpt-4,gpt-3.5-turbo,w
19497,claude-v1,gpt-4,l
19498,koala-13b,gpt-3.5-turbo,l
19500,palm-2,claude-v1,l
19501,vicuna-7b,dolly-v2-12b,w
19502,mpt-7b-chat,claude-v1,w
19503,vicuna-13b,claude-instant-v1,w
19504,gpt-4,claude-instant-v1,w
19505,dolly-v2-12b,fastchat-t5-3b,l
19508,stablelm-tuned-alpha-7b,claude-instant-v1,l
19511,gpt-4,vicuna-13b,w
19512,RWKV-4-Raven-14B,vicuna-13b,l
19513,koala-13b,alpaca-13b,l
19515,koala-13b,claude-instant-v1,l
19516,palm-2,llama-13b,w
19518,koala-13b,gpt-4,l
19520,gpt-3.5-turbo,claude-instant-v1,l
19521,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
19522,fastchat-t5-3b,oasst-pythia-12b,l
19523,claude-instant-v1,palm-2,w
19524,oasst-pythia-12b,claude-instant-v1,w
19525,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
19526,vicuna-7b,alpaca-13b,w
19527,claude-instant-v1,stablelm-tuned-alpha-7b,w
19528,vicuna-13b,claude-v1,w
19529,koala-13b,palm-2,l
19530,vicuna-7b,palm-2,l
19531,koala-13b,palm-2,l
19532,vicuna-7b,gpt-4,l
19534,claude-v1,oasst-pythia-12b,w
19535,claude-v1,vicuna-7b,w
19536,claude-v1,RWKV-4-Raven-14B,w
19537,palm-2,gpt-3.5-turbo,l
19539,gpt-3.5-turbo,gpt-4,l
19541,palm-2,koala-13b,w
19542,gpt-4,vicuna-7b,w
19543,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,w
19544,koala-13b,claude-instant-v1,l
19546,claude-v1,gpt-4,l
19547,mpt-7b-chat,gpt-3.5-turbo,w
19548,oasst-pythia-12b,vicuna-7b,w
19549,claude-instant-v1,gpt-3.5-turbo,w
19550,vicuna-7b,chatglm-6b,w
19551,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19552,gpt-3.5-turbo,fastchat-t5-3b,w
19553,vicuna-7b,dolly-v2-12b,l
19554,vicuna-7b,gpt-4,w
19555,vicuna-7b,alpaca-13b,w
19556,chatglm-6b,gpt-3.5-turbo,l
19558,stablelm-tuned-alpha-7b,claude-v1,l
19559,vicuna-7b,alpaca-13b,l
19560,vicuna-7b,vicuna-13b,w
19562,fastchat-t5-3b,oasst-pythia-12b,l
19565,stablelm-tuned-alpha-7b,claude-v1,l
19566,oasst-pythia-12b,palm-2,l
19567,gpt-3.5-turbo,oasst-pythia-12b,w
19568,claude-v1,palm-2,w
19569,oasst-pythia-12b,claude-v1,l
19570,koala-13b,fastchat-t5-3b,w
19571,oasst-pythia-12b,gpt-4,l
19574,claude-instant-v1,vicuna-7b,w
19575,RWKV-4-Raven-14B,gpt-4,l
19576,vicuna-13b,gpt-3.5-turbo,l
19577,claude-v1,alpaca-13b,w
19578,claude-v1,gpt-4,l
19579,gpt-4,RWKV-4-Raven-14B,w
